,Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Price,Year,Types,City,Discount
582,2019 Toyota YARIS V CVT,AUTOMATIC,23097,Petrol,1st Owner,KA-01-x-xxxx,21554,1147799,2019,Toyota,Bangalore,1147799
583,2018 Maruti Baleno DELTA 1.2 K12,MANUAL,26759,Petrol,1st Owner,HR-29,10942,604899,2018,Maruti,New Delhi,559699
584,2021 Hyundai VENUE S Plus MT 1.2 Kappa,MANUAL,4229,Petrol,1st Owner,UP-40-x-xxxx,16550,928299,2021,Hyundai,Lucknow,881299
585,2019 Renault TRIBER 1.0 RXT,MANUAL,30927,Petrol,2nd Owner,MP-09,11806,603899,2019,Renault,Indore,603899
586,2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,69342,Diesel,1st Owner,WB-26,12833,677199,2017,Ford,Kolkata,656399
587,2015 Toyota Fortuner 3.0 MT 4X2,MANUAL,50357,Diesel,1st Owner,UP-16-x-xxxx,30617,1630399,2015,Toyota,Lucknow,1630399
588,2011 Toyota Etios V,MANUAL,88127,Petrol,2nd Owner,KA-09-x-xxxx,7785,398199,2011,Toyota,Bangalore,398199
589,2014 Volkswagen Vento HIGHLINE PETROL,MANUAL,49479,Petrol,2nd Owner,MH-31,9513,534219,2014,Volkswagen,Pune,486599
590,2011 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,32206,Petrol,1st Owner,DL-7C,5185,265199,2011,Hyundai,New Delhi,265199
591,2018 Jeep Compass LIMITED 2.0 4*4,MANUAL,76403,Diesel,1st Owner,KL-07,25141,1453799,2018,Jeep,Kochi,1338799
592,2010 Maruti Wagon R LXI,MANUAL,76625,Petrol,2nd Owner,KL-22,4006,231699,2010,Maruti,Kochi,204899
593,2018 Tata Tiago XZ 1.2 REVOTRON,MANUAL,44867,Petrol,1st Owner,DL-10,8903,455399,2018,Tata,New Delhi,455399
594,2021 Maruti Alto LXI,MANUAL,2379,Petrol,1st Owner,UP-78-x-xxxx,8035,422999,2021,Maruti,Lucknow,410999
595,2018 Honda City V CVT,AUTOMATIC,30304,Petrol,1st Owner,GJ-38,17192,961699,2018,Honda,Ahmedabad,915499
596,2014 Toyota Innova 2.5 GX 8 STR BS IV,MANUAL,41158,Diesel,2nd Owner,GJ-12,13581,694699,2014,Toyota,Ahmedabad,694699
597,2021 Maruti Alto LXI CNG,MANUAL,40046,Petrol + CNG,1st Owner,GJ-01,9415,502599,2021,Maruti,Ahmedabad,481599
598,2020 Mahindra XUV 3OO 1.2 W4 MT,Manual,21601,Petrol,1st Owner,UP-32-x-xxxx,13832,707499,2020,Mahindra,Lucknow,707499
599,2019 Maruti Alto 800 LXI,MANUAL,9790,Petrol,1st Owner,UP-41-x-xxxx,6749,351899,2019,Maruti,Lucknow,345199
600,2021 Hyundai VENUE S Plus MT 1.2 Kappa,MANUAL,9844,Petrol,1st Owner,GJ-01,17432,933299,2021,Hyundai,Ahmedabad,928299
601,2019 Toyota Etios Liva V,MANUAL,31645,Petrol,1st Owner,DL-14,9699,502899,2019,Toyota,New Delhi,496099
602,2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,42849,Petrol,1st Owner,TN-22-x-xxxx,17256,918899,2018,Ford,Chennai,918899
603,2019 Renault Kwid RXL,MANUAL,17199,Petrol,2nd Owner,DL-9C,6866,369499,2019,Renault,New Delhi,351199
604,2020 Renault Duster RXS 106 PS MT,MANUAL,14556,Petrol,1st Owner,KA-05-x-xxxx,18771,1005799,2020,Renault,Bangalore,999599
605,2018 Tata Tiago XE 1.2 REVOTRON,MANUAL,31063,Petrol,1st Owner,TN-31-x-xxxx,8913,455899,2018,Tata,Chennai,455899
606,2012 Hyundai Verna FLUIDIC 1.6 SX VTVT,MANUAL,39309,Petrol,1st Owner,KA-03-x-xxxx,11411,583699,2012,Hyundai,Bangalore,583699
607,2019 Honda Brio 1.2 S (O) MT IVTEC,MANUAL,28546,Petrol,2nd Owner,RJ-45,9144,467699,2019,Honda,Jaipur,467699
608,2017 Maruti Ciaz S 1.3 SHVS,MANUAL,31425,Diesel,1st Owner,KA-03-x-xxxx,17177,914699,2017,Maruti,Bangalore,914699
609,2020 Tata ALTROZ XE RHYTM,Manual,17164,Petrol,2nd Owner,TN-31-x-xxxx,12276,627899,2020,Tata,Chennai,627899
610,2022 Mahindra Thar LX HT PETROL 4WD MT,Manual,7464,Petrol,1st Owner,MH-15,29152,1625199,2022,Mahindra,Mumbai,1552399
611,2016 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,57166,Diesel,1st Owner,MH-09,13818,716299,2016,Ford,Mumbai,706799
612,2018 Volkswagen TIGUAN HIGHLINE A/T,AUTOMATIC,75073,Diesel,1st Owner,DL-1C,36463,2139099,2018,Volkswagen,New Delhi,1941699
613,2017 Toyota Corolla Altis GL,MANUAL,44929,Petrol,2nd Owner,DL-10,22963,1297499,2017,Toyota,New Delhi,1222799
614,2020 Tata ALTROZ XZ 1.2,MANUAL,23603,Petrol,1st Owner,DL-9C,15371,827999,2020,Tata,New Delhi,818499
615,2017 Honda WR-V 1.2 i-VTEC S MT,MANUAL,47843,Petrol + CNG,2nd Owner,GJ-15,12289,628599,2017,Honda,Ahmedabad,628599
616,2017 Honda City VX CVT PETROL,AUTOMATIC,74969,Petrol,1st Owner,GJ-38,16428,874799,2017,Honda,Ahmedabad,874799
617,2022 MARUTI BREZZA ZXI + SMART HYBRID,Manual,16175,Petrol,1st Owner,TS-08-x-xxxx,24999,1373099,2022,MARUTI,Hyderabad,1331199
618,2020 Renault Kwid RXL,MANUAL,42570,Petrol,2nd Owner,RJ-06,7357,376299,2020,Renault,Jaipur,376299
619,2020 Volkswagen Polo HIGHLINE PLUS 1.0 TSI MT,Manual,5956,Petrol,1st Owner,TS-08-x-xxxx,17494,931599,2020,Volkswagen,Hyderabad,931599
620,2021 Maruti Vitara Brezza ZXI +,MANUAL,26848,Petrol,1st Owner,TS-08-x-xxxx,20016,1065899,2021,Maruti,Hyderabad,1065899
621,2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,17482,Petrol,1st Owner,GJ-06,29624,1600299,2020,MG,Ahmedabad,1577499
622,2019 MG HECTOR SHARP DCT PETROL,AUTOMATIC,24498,Petrol,1st Owner,UP-32-x-xxxx,27350,1492199,2019,MG,Lucknow,1456399
623,2022 Maruti Swift ZXI+ DUAL TONE,Manual,25341,Petrol,1st Owner,TS-05-x-xxxx,17040,925399,2022,Maruti,Hyderabad,907399
624,2019 Honda WR-V 1.2 i-VTEC S MT,MANUAL,18541,Petrol,1st Owner,KA-19-x-xxxx,14753,825799,2019,Honda,Bangalore,754599
625,2012 Honda City V MT PETROL,MANUAL,87176,Petrol,2nd Owner,MH-04,8250,421999,2012,Honda,Mumbai,421999
626,2017 Maruti Swift VDI,MANUAL,82858,Diesel,1st Owner,WB-02,8530,457699,2017,Maruti,Kolkata,436299
627,2012 Hyundai Eon ERA PLUS,MANUAL,29818,Petrol,1st Owner,DL-12,3458,176899,2012,Hyundai,New Delhi,176899
628,2019 Tata Harrier XM 2.0L Kryotec,MANUAL,56931,Diesel,1st Owner,GJ-01,23126,1396799,2019,Tata,Ahmedabad,1231499
629,2021 Renault Kwid 1.0 RXT Opt,MANUAL,5451,Petrol,2nd Owner,MH-14,9878,540599,2021,Renault,Pune,505249
630,2020 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,24344,Petrol,1st Owner,WB-08,10289,573199,2020,Volkswagen,Kolkata,526299
631,2014 Volkswagen Polo COMFORTLINE 1.2L PETROL,MANUAL,60942,Petrol,2nd Owner,MH-49,8508,435199,2014,Volkswagen,Pune,435199
632,2017 Maruti Celerio ZXI,MANUAL,34199,Petrol,1st Owner,MH-43,8946,457599,2017,Maruti,Pune,457599
633,2015 Honda Jazz 1.2 VX I-VTECH,MANUAL,82373,Petrol,3rd Owner,TS-08-x-xxxx,10000,585549,2015,Honda,Hyderabad,511499
634,2019 Toyota YARIS VX CVT,AUTOMATIC,60571,Petrol,1st Owner,MH-12,17327,1005799,2019,Toyota,Pune,922699
635,2021 Toyota Glanza V CVT,AUTOMATIC,5572,Petrol,1st Owner,KA-03-x-xxxx,19881,1144399,2021,Toyota,Bangalore,1058699
636,2019 KIA SELTOS HTK PLUS 1.5 PETROL,MANUAL,35765,Petrol,1st Owner,KA-53-x-xxxx,22392,1240799,2019,KIA,Bangalore,1192399
637,2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,47685,Petrol,1st Owner,TS-08-x-xxxx,21318,1162299,2020,Maruti,Hyderabad,1135199
638,2016 Renault Kwid RXT,MANUAL,36375,Petrol,2nd Owner,TN-91-x-xxxx,6751,345299,2016,Renault,Chennai,345299
639,2012 Maruti Swift Dzire ZXI 1.2 BS IV,MANUAL,76869,Petrol,2nd Owner,MH-04,7973,421299,2012,Maruti,Mumbai,407799
640,2020 Toyota URBAN CRUISER PREMIUM DUAL TONE AT,Manual,15821,Petrol,2nd Owner,MH-05,19763,1105399,2020,Toyota,Mumbai,1052399
641,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,51806,Petrol,1st Owner,UP-32-x-xxxx,7769,410899,2015,Hyundai,Lucknow,397399
642,2016 Renault Kwid RXT,MANUAL,60983,Petrol,2nd Owner,TN-05-x-xxxx,6543,342399,2016,Renault,Chennai,334699
643,2013 Toyota Etios Liva G,MANUAL,91683,Petrol,2nd Owner,KL-41,7341,414499,2013,Toyota,Kochi,375499
644,2016 Mahindra TUV300 T8 AT,AUTOMATIC,71880,Diesel,1st Owner,KL-07,11713,599099,2016,Mahindra,Kochi,599099
645,2020 Maruti S PRESSO VXI,MANUAL,10338,Petrol,1st Owner,GJ-21,8056,443399,2020,Maruti,Ahmedabad,412049
646,2019 Maruti Vitara Brezza ZDI PLUS,MANUAL,72970,Diesel,1st Owner,UP-32-x-xxxx,15739,927749,2019,Maruti,Lucknow,838099
647,2019 Tata NEXON XM 1.2,MANUAL,20490,Petrol,1st Owner,DL-8C,14303,731599,2019,Tata,New Delhi,731599
648,2021 Maruti S PRESSO VXI PLUS AGS,AUTOMATIC,30798,Petrol,1st Owner,KA-52-x-xxxx,10223,522899,2021,Maruti,Bangalore,522899
649,2019 Maruti Dzire VXI,MANUAL,95528,Petrol,1st Owner,KL-63,12901,667699,2019,Maruti,Kochi,659899
650,2017 Ford Endeavour 2.2l 4X2 AT Trend,AUTOMATIC,61319,Diesel,2nd Owner,GJ-01,39564,2270899,2017,Ford,Ahmedabad,2106799
651,2012 Maruti Alto K10 VXI,MANUAL,27730,Petrol,2nd Owner,WB-02,3748,191699,2012,Maruti,Kolkata,191699
653,2018 Honda City ZX CVT,AUTOMATIC,11532,Petrol,1st Owner,GJ-06,21233,1244999,2018,Honda,Ahmedabad,1130699
654,2014 Maruti Alto 800 LXI,MANUAL,62787,Petrol,1st Owner,TS-11-x-xxxx,4864,256699,2014,Maruti,Hyderabad,248799
655,2021 Toyota YARIS J CVT,AUTOMATIC,16583,Petrol,1st Owner,TN-14-x-xxxx,20694,1167899,2021,Toyota,Chennai,1101999
656,2021 Maruti Baleno SIGMA 1.2 K12,MANUAL,9981,Petrol,1st Owner,UP-32-x-xxxx,12528,678499,2021,Maruti,Lucknow,640799
657,2020 Renault TRIBER 1.0 RXZ,MANUAL,28912,Petrol,1st Owner,MH-12,13206,702099,2020,Renault,Pune,675499
658,2021 KIA SELTOS HTX+ MT 1.5 DIESEL,MANUAL,16047,Diesel,3rd Owner,"Valid upto Nov 2023
3rd Party",21594,1149899,2021,KIA,Lucknow,1149899
659,2018 Maruti Swift VDI,MANUAL,30388,Diesel,2nd Owner,KA-06-x-xxxx,14168,724699,2018,Maruti,Bangalore,724699
660,2019 Maruti Dzire VDI,MANUAL,45130,Diesel,1st Owner,UP-40-x-xxxx,13103,728199,2019,Maruti,Lucknow,670199
661,2016 Maruti Celerio VXI CNG,MANUAL,57454,Petrol + CNG,1st Owner,MH-02,8563,437999,2016,Maruti,Mumbai,437999
662,2020 Toyota Glanza G CVT,AUTOMATIC,6550,Petrol,1st Owner,DL-3C,16135,859199,2020,Toyota,New Delhi,859199
663,2020 Maruti S PRESSO VXI CNG,MANUAL,18982,Petrol + CNG,1st Owner,MH-46,11840,605599,2020,Maruti,Mumbai,605599
664,2019 Tata Harrier XZ 2.0L Kryotec,MANUAL,39190,Diesel,1st Owner,MH-03,30606,1638499,2019,Tata,Mumbai,1629799
665,2019 Volkswagen Vento COMFORTLINE MT PETROL,MANUAL,10624,Petrol,1st Owner,WB-06,12981,663999,2019,Volkswagen,Kolkata,663999
666,2018 Maruti Alto K10 LXI CNG (O),MANUAL,83128,Petrol + CNG,1st Owner,DL-2C,7071,361699,2018,Maruti,New Delhi,361699
667,2018 Mahindra TUV300 T8 AT,AUTOMATIC,28692,Diesel,1st Owner,UP-16-x-xxxx,13376,684199,2018,Mahindra,Lucknow,684199
668,2019 Renault Kwid RXL,MANUAL,39109,Petrol,1st Owner,TS-12-x-xxxx,7078,380499,2019,Renault,Hyderabad,362049
669,2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,38747,Petrol,1st Owner,RJ-18,9515,486699,2019,Hyundai,Jaipur,486699
670,2020 Tata NEXON XZ+ 1.2,MANUAL,24184,Petrol,1st Owner,KL-44,16961,958099,2020,Tata,Kochi,903199
671,2017 Maruti Baleno DELTA 1.2 K12,MANUAL,33910,Petrol,2nd Owner,UP-32-x-xxxx,11539,598999,2017,Maruti,Lucknow,590199
672,2020 Maruti New  Wagon-R VXI 1.0,MANUAL,32385,Petrol,1st Owner,RJ-34,11108,568199,2020,Maruti,Jaipur,568199
673,2019 KIA SELTOS GTX 1.4 GDI AT PETROL,AUTOMATIC,13085,Petrol,1st Owner,UP-70-x-xxxx,29196,1629799,2019,KIA,Lucknow,1554699
674,2021 Volkswagen Polo COMFORTLINE 1.0 TSI AT,Manual,22658,Petrol,1st Owner,TS-32-x-xxxx,16540,962299,2021,Volkswagen,Hyderabad,880799
675,2020 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,90293,Petrol + CNG,1st Owner,UP-32-x-xxxx,11419,584099,2020,Maruti,Lucknow,584099
676,2021 Maruti Ciaz ALPHA 1.5 MT VTVT SHVS,MANUAL,4929,Petrol,1st Owner,TS-11-x-xxxx,19357,1049399,2021,Maruti,Hyderabad,1030799
677,2018 Mahindra XUV500 W11 (O),MANUAL,88895,Diesel,1st Owner,MP-04,29988,1596899,2018,Mahindra,Indore,1596899
678,2018 Volkswagen Polo HIGH LINE PLUS 1.0,MANUAL,32221,Petrol,1st Owner,MH-47,12606,668799,2018,Volkswagen,Mumbai,644799
679,2021 Volkswagen Vento COMFORTLINE 1.0 TSI MT,MANUAL,16336,Petrol,1st Owner,HR-26,18540,1034899,2021,Volkswagen,New Delhi,987299
680,2020 Toyota URBAN CRUISER PREMIUM DUAL TONE AT,Manual,13954,Petrol,1st Owner,MH-12,23149,1232699,2020,Toyota,Pune,1232699
681,2019 KIA SELTOS HTK 1.5 PETROL,MANUAL,19970,Petrol,1st Owner,MH-12,21872,1164699,2019,KIA,Pune,1164699
682,2020 Honda City VX CVT PETROL,AUTOMATIC,29942,Petrol,1st Owner,GJ-21,20546,1162149,2020,Honda,Ahmedabad,1094099
683,2014 Hyundai i10 SPORTZ 1.2 KAPPA2,MANUAL,99940,Petrol,1st Owner,AP-29-x-xxxx,6588,349499,2014,Hyundai,Hyderabad,336999
684,2015 Renault Kwid RXT,MANUAL,23648,Petrol,1st Owner,KL-11,5138,274499,2015,Renault,Kochi,262799
685,2019 Maruti S Cross DELTA SHVS,MANUAL,64748,Diesel,2nd Owner,TS-08-x-xxxx,18219,1035999,2019,Maruti,Hyderabad,970199
686,2020 Mahindra Scorpio S9,MANUAL,16382,Diesel,1st Owner,MP-13,27960,1555199,2020,Mahindra,Indore,1488899
687,2017 Tata Tiago XT 1.05 REVOTORQ,MANUAL,91819,Diesel,2nd Owner,MH-46,8051,443299,2017,Tata,Mumbai,411799
688,2014 Honda City VX CVT PETROL,AUTOMATIC,82539,Petrol,1st Owner,HR-51,13214,675919,2014,Honda,New Delhi,675919
689,2011 Toyota Etios VX,MANUAL,35151,Petrol,1st Owner,DL-3C,6360,325299,2011,Toyota,New Delhi,325299
690,2016 Hyundai i20 Active 1.2 S,MANUAL,54989,Petrol,2nd Owner,MH-46,10209,568199,2016,Hyundai,Ahmedabad,522199
691,2020 Maruti Swift VDI,MANUAL,33357,Diesel,2nd Owner,MH-14,13842,716599,2020,Maruti,Pune,707999
692,2018 Maruti Wagon R 1.0 VXI,MANUAL,23019,Petrol,1st Owner,WB-08,7726,454199,2018,Maruti,Kolkata,395199
693,2020 KIA SELTOS 1.5 GTX+ AT,AUTOMATIC,73084,Diesel,1st Owner,MH-14,29049,1616299,2020,KIA,Pune,1546899
694,2014 Maruti Wagon R 1.0 LXI CNG,MANUAL,58921,Petrol + CNG,1st Owner,MH-12,8301,432299,2014,Maruti,Pune,424599
695,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,19085,Petrol,1st Owner,TN-11-x-xxxx,11517,594099,2018,Hyundai,Chennai,589099
696,2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,6575,Petrol,1st Owner,MH-02,34536,1911299,2020,KIA,Mumbai,1839099
697,2019 Renault Duster RXZ DIESEL 110,MANUAL,43889,Diesel,1st Owner,TS-06-x-xxxx,21355,1208599,2019,Renault,Hyderabad,1137199
698,2021 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,46822,Diesel,1st Owner,MH-11,17810,1016999,2021,Ford,Pune,948399
699,2021 Tata TIGOR XZ PLUS 1.2 REVOTRON,MANUAL,14614,Petrol,1st Owner,UP-32-x-xxxx,13623,709699,2021,Tata,Lucknow,696799
700,2017 Maruti Alto K10 VXI (O) AMT,AUTOMATIC,28630,Petrol,1st Owner,KL-22,7978,408099,2017,Maruti,Kochi,408099
701,2020 KIA SONET GTX PLUS 1.5D  AT,Manual,22922,Diesel,1st Owner,TN-12-x-xxxx,26523,1443099,2020,KIA,Chennai,1412399
702,2019 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,24712,Petrol,2nd Owner,TN-13-x-xxxx,13851,791799,2019,Honda,Chennai,708499
703,2017 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,37610,Petrol,1st Owner,KL-17,17461,948299,2017,Ford,Kochi,929799
704,2021 Renault Kiger RXT 1.0 AMT,AUTOMATIC,7007,Petrol,1st Owner,DL-8C,15404,830299,2021,Renault,New Delhi,787899
705,2011 Maruti Wagon R 1.0 VXI,MANUAL,55003,Petrol,1st Owner,DL-8C,4569,256999,2011,Maruti,New Delhi,233699
706,2019 Maruti New  Wagon-R VXI (O) 1.2L,MANUAL,55493,Petrol,1st Owner,MP-04,10524,568299,2019,Maruti,Indore,538299
707,2019 Mahindra XUV 3OO W8 DIESEL MT,Manual,29187,Diesel,1st Owner,UP-32-x-xxxx,19457,1036099,2019,Mahindra,Lucknow,1036099
708,2014 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,73399,Petrol,1st Owner,TS-09-x-xxxx,11447,590499,2014,Ford,Hyderabad,585499
709,2016 Hyundai Creta 1.6 SX PLUS AUTO PETROL,AUTOMATIC,48069,Petrol,1st Owner,TN-01-x-xxxx,19164,1020499,2016,Hyundai,Chennai,1020499
710,2021 Mahindra XUV500 W11 AT,AUTOMATIC,8690,Diesel,1st Owner,MH-04,37502,2032299,2021,Mahindra,Mumbai,1996999
711,2015 Honda Brio 1.2 S MT I VTEC,MANUAL,44135,Petrol,1st Owner,GJ-01,7370,404499,2015,Honda,Ahmedabad,376999
712,2020 Maruti New  Wagon-R VXI 1.0,MANUAL,17836,Petrol,1st Owner,WB-10,10407,543599,2020,Maruti,Kolkata,532299
713,2016 Tata Tiago XZ 1.2 REVOTRON,MANUAL,70402,Petrol,1st Owner,KL-53,7595,452199,2016,Tata,Kochi,388499
714,2019 Mahindra XUV 3OO W8 DIESEL MT,Manual,32137,Diesel,1st Owner,KA-05-x-xxxx,20734,1104099,2019,Mahindra,Bangalore,1104099
715,2011 Mercedes Benz E Class E 250 CDI ELEGANCE,AUTOMATIC,78129,Diesel,2nd Owner,MH-43,17744,1064499,2011,Mercedes,Mumbai,944899
716,2018 Renault Kwid RXL,MANUAL,31816,Petrol,1st Owner,RJ-32,6017,307749,2018,Renault,Jaipur,307749
717,2020 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,19669,Diesel,2nd Owner,GJ-01,17613,997399,2020,Ford,Ahmedabad,937899
718,2017 Honda Amaze 1.2 SX MT I VTEC,MANUAL,48147,Petrol,1st Owner,MH-02,9945,544599,2017,Honda,Mumbai,508699
719,2013 Honda Brio 1.2 S MT I VTEC,MANUAL,56387,Petrol,1st Owner,AP-28-x-xxxx,7569,401299,2013,Honda,Hyderabad,387149
720,2019 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,31762,Petrol,1st Owner,KL-55,8043,435899,2019,Maruti,Kochi,411399
721,2015 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,61741,Petrol,2nd Owner,TN-06-x-xxxx,12457,637199,2015,Ford,Chennai,637199
722,2018 Maruti Swift ZDI AMT,AUTOMATIC,43550,Diesel,1st Owner,TS-08-x-xxxx,14559,749699,2018,Maruti,Hyderabad,744699
723,2011 Maruti Wagon R 1.0 VXI,MANUAL,28876,Petrol,1st Owner,DL-9C,5523,282499,2011,Maruti,New Delhi,282499
724,2021 Mahindra Thar LX PETROL HT 4WD AT,Manual,5948,Petrol,1st Owner,TN-09-x-xxxx,32461,1796299,2021,Mahindra,Chennai,1728599
725,2015 Maruti Baleno ALPHA 1.2 K12,MANUAL,89353,Petrol,1st Owner,MP-04,11253,575599,2015,Maruti,Indore,575599
726,2012 Maruti Alto 800 LXI,MANUAL,47919,Petrol,1st Owner,KL-31,3789,222799,2012,Maruti,Kochi,193799
727,2020 Tata Harrier XZ 2.0L Kryotec,MANUAL,38738,Diesel,2nd Owner,MH-47,27320,1497399,2020,Tata,Pune,1454799
728,2020 KIA SONET GTX + 1.0 IMT,Manual,19533,Petrol,1st Owner,UP-32-x-xxxx,20447,1116599,2020,KIA,Lucknow,1088799
729,2014 Maruti Alto 800 VXI,MANUAL,71068,Petrol,1st Owner,DL-8C,5292,270699,2014,Maruti,New Delhi,270699
730,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,51922,Petrol,1st Owner,RJ-41,9640,512299,2018,Hyundai,Jaipur,493099
731,2017 Maruti Celerio VXI CNG,MANUAL,76388,Petrol + CNG,1st Owner,MH-14,9648,493499,2017,Maruti,Pune,493499
732,2018 Mahindra Thar CRDE 4X4 BS IV,MANUAL,22902,Diesel,1st Owner,TS-07-x-xxxx,16007,852399,2018,Mahindra,Hyderabad,852399
733,2014 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,74864,Diesel,2nd Owner,AP-09-x-xxxx,11937,610599,2014,Ford,Hyderabad,610599
734,2016 Ford Ecosport 1.0 TREND+ (ECOBOOST),MANUAL,45478,Petrol,2nd Owner,GJ-01,11417,588999,2016,Ford,Ahmedabad,583999
735,2018 Tata NEXON XM 1.2,MANUAL,43512,Petrol,1st Owner,MP-04,12045,616099,2018,Tata,Indore,616099
736,2021 Maruti Eeco 7 STR,MANUAL,11306,Petrol,1st Owner,TN-13-x-xxxx,9251,518999,2021,Maruti,Chennai,473199
737,2019 Maruti Swift ZXI + AMT,AUTOMATIC,36282,Petrol,1st Owner,MH-46,15226,778799,2019,Maruti,Mumbai,778799
738,2010 Maruti Wagon R 1.0 LXI,MANUAL,67081,Petrol,2nd Owner,DL-4C,3591,196899,2010,Maruti,New Delhi,183699
739,2017 Mahindra XUV500 W6 AT,AUTOMATIC,114638,Diesel,2nd Owner,KL-40,18383,978899,2017,Mahindra,Kochi,978899
741,2018 Jeep Compass LIMITED O 1.4 AT,AUTOMATIC,48059,Petrol,1st Owner,TN-19-x-xxxx,25926,1490799,2018,Jeep,Chennai,1380599
742,2016 Volkswagen Ameo HIGHLINE 1.2,MANUAL,28255,Petrol,1st Owner,RJ-14,9806,501599,2016,Volkswagen,Jaipur,501599
743,2011 Hyundai Santro Xing GL PLUS,MANUAL,99627,Petrol + CNG,1st Owner,KL-40,3198,189599,2011,Hyundai,Kochi,163599
744,2017 Maruti Celerio VXI AMT,AUTOMATIC,80306,Petrol,2nd Owner,MH-12,9149,467999,2017,Maruti,Pune,467999
745,2020 Ford Ecosport TITANIUM+ SPORT,MANUAL,5137,Petrol,1st Owner,RJ-45,19538,1083299,2020,Ford,Jaipur,1040399
746,2014 Hyundai Xcent S 1.2,MANUAL,15254,Petrol,1st Owner,MH-02,8258,462599,2014,Hyundai,Mumbai,422399
747,2021 MG HECTOR PLUS SUPER HYBRID 1.5 7STR,Manual,22465,Petrol,1st Owner,GJ-06,26336,1579499,2021,MG,Ahmedabad,1402399
748,2014 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,83328,Petrol,1st Owner,MH-43,8291,429099,2014,Volkswagen,Mumbai,424099
749,2019 Mahindra XUV500 W9,MANUAL,7562,Diesel,1st Owner,WB-20,26636,1438899,2019,Mahindra,Kolkata,1418399
750,2019 Honda City ZX MT PETROL,MANUAL,20059,Petrol,1st Owner,MP-09,19408,1075599,2019,Honda,Indore,1033499
751,2016 Hyundai Creta 1.6 S,MANUAL,13826,Petrol,1st Owner,MH-43,16347,870499,2016,Hyundai,Mumbai,870499
752,2015 Skoda Rapid 1.5 TDI AT ELEGANCE PLUS,AUTOMATIC,42738,Diesel,2nd Owner,KA-05-x-xxxx,14234,733099,2015,Skoda,Bangalore,728099
753,2022 Maruti Celerio ZXI,MANUAL,514,Petrol,1st Owner,MH-14,13030,674099,2022,Maruti,Pune,666499
754,2020 Maruti S PRESSO VXI PLUS,MANUAL,4608,Petrol,1st Owner,TS-08-x-xxxx,9746,524999,2020,Maruti,Hyderabad,498499
755,2019 Honda City V MT PETROL,MANUAL,83657,Petrol,1st Owner,TS-13-x-xxxx,16582,918499,2019,Honda,Hyderabad,882999
756,2012 Renault Pulse RX L DIESEL,MANUAL,41076,Diesel,1st Owner,MH-02,4637,237199,2012,Renault,Mumbai,237199
757,2020 Maruti Baleno SIGMA 1.2 K12,MANUAL,10956,Petrol,2nd Owner,HR-98,11800,603599,2020,Maruti,New Delhi,603599
758,2022 Mahindra Thar LX D AT 4WD HT,AUTOMATIC,14390,Diesel,1st Owner,HR-51,33175,1766599,2022,Mahindra,New Delhi,1766599
759,2018 Skoda Rapid Style 1.5 TDI AT,AUTOMATIC,81658,Diesel,1st Owner,TN-01-x-xxxx,20120,1071399,2018,Skoda,Chennai,1071399
760,2021 Renault Kiger RXL EASY R 1.0 L,Manual,16125,Petrol,1st Owner,DL-12,14809,797799,2021,Renault,New Delhi,757499
761,2016 Hyundai i10 MAGNA 1.1 IRDE2,MANUAL,13687,Petrol,1st Owner,MH-03,7728,408899,2016,Hyundai,Pune,395299
762,2020 Tata NEXON KRAZ AT PETROL,AUTOMATIC,16218,Petrol,1st Owner,GJ-01,15658,886199,2020,Tata,Ahmedabad,833799
763,2017 Hyundai Grand i10 ASTA 1.2 (O) VTVT,MANUAL,29538,Petrol,1st Owner,KL-07,9366,479099,2017,Hyundai,Kochi,479099
764,2021 Mahindra Scorpio S11,MANUAL,43956,Diesel,1st Owner,AP-39-x-xxxx,31261,1938199,2021,Mahindra,Hyderabad,1664699
