,Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Price,Year,Types,City,Discount
1635,2012 Hyundai i20 SPORTZ 1.2 VTVT,MANUAL,72011,Petrol,1st Owner,GJ-01,8242,421599,2012,Hyundai,Ahmedabad,421599
1636,2018 Maruti Celerio ZXI,MANUAL,56096,Petrol,1st Owner,RJ-31,9570,489499,2018,Maruti,Jaipur,489499
1637,2020 Volkswagen Polo HIGH LINE PLUS 1.0,MANUAL,40972,Petrol,1st Owner,GJ-18,14156,803399,2020,Volkswagen,Ahmedabad,724099
1638,2014 Honda Amaze 1.2 SMT I VTEC,MANUAL,38079,Petrol,1st Owner,MH-02,9439,482799,2014,Honda,Pune,482799
1639,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,11855,Petrol,3rd Owner,DL-9C,7132,383399,2014,Hyundai,New Delhi,364799
1640,2021 Mahindra Thar LX D AT 4WD HT,AUTOMATIC,15758,Diesel,1st Owner,KL-07,32565,1734099,2021,Mahindra,Kochi,1734099
1641,2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT,AUTOMATIC,14381,Petrol,1st Owner,WB-02,19553,1065799,2019,Hyundai,Kolkata,1041199
1642,2017 Hyundai Grand i10 ASTA 1.2 VTVT,MANUAL,98014,Petrol,1st Owner,TS-03-x-xxxx,10729,569999,2017,Hyundai,Hyderabad,548799
1643,2019 Ford Endeavour 2.2l 4X2 MT Titanium,MANUAL,93998,Diesel,1st Owner,GJ-02,46643,2483799,2019,Ford,Ahmedabad,2483799
1644,2018 Toyota YARIS VX CVT,AUTOMATIC,52933,Petrol,1st Owner,MH-12,17297,994399,2018,Toyota,Pune,921099
1645,2013 Maruti Wagon R 1.0 LXI CNG,MANUAL,60935,Petrol + CNG,1st Owner,AP-29-x-xxxx,6817,353699,2013,Maruti,Hyderabad,348699
1646,2018 Maruti Swift VXI,MANUAL,16301,Petrol,1st Owner,WB-24,10930,579099,2018,Maruti,Kolkata,559099
1647,2016 Volkswagen Vento HIGHLINE 1.2 TSI AT,AUTOMATIC,41836,Petrol,2nd Owner,KA-03-x-xxxx,16094,864199,2016,Volkswagen,Bangalore,856999
1648,2014 Maruti Swift VXI,MANUAL,39653,Petrol,1st Owner,MH-02,8160,445799,2014,Maruti,Mumbai,417399
1649,2021 Tata NEXON XMA 1.5,MANUAL,31536,Diesel,1st Owner,MH-14,20411,1162599,2021,Tata,Pune,1086899
1650,2015 Hyundai i10 SPORTZ 1.1 IRDE2,MANUAL,17290,Petrol,2nd Owner,GJ-06,7722,394999,2015,Hyundai,Ahmedabad,394999
1651,2017 Hyundai Elite i20 Magna Executive 1.2,MANUAL,19857,Petrol,1st Owner,WB-12,10092,537999,2017,Hyundai,Kolkata,516199
1652,2017 Tata Hexa Varicor 400 XTA,AUTOMATIC,78583,Diesel,2nd Owner,MH-14,23138,1302699,2017,Tata,Pune,1232099
1653,2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT,MANUAL,1881,Petrol,1st Owner,KA-03-x-xxxx,13003,665099,2016,Hyundai,Bangalore,665099
1654,2021 Renault Kwid 1.0 CLIMBER OPT,MANUAL,4322,Petrol,1st Owner,KA-51-x-xxxx,13194,674899,2021,Renault,Bangalore,674899
1655,2014 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,30751,Petrol,1st Owner,DL-10,9742,498299,2014,Ford,New Delhi,498299
1656,2016 Ford Ecosport 1.5 TREND+ TDCI,MANUAL,67126,Diesel,1st Owner,KA-01-x-xxxx,14674,765799,2016,Ford,Bangalore,750599
1657,2021 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,29011,Petrol + CNG,1st Owner,MH-47,13435,687199,2021,Maruti,Mumbai,687199
1658,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,28381,Petrol,1st Owner,TN-22-x-xxxx,13163,673299,2019,Honda,Chennai,673299
1659,2019 Tata Hexa Varicor 400 XT,MANUAL,46671,Diesel,1st Owner,TN-18-x-xxxx,29423,1705799,2019,Tata,Chennai,1566799
1660,2019 Tata Tiago XE 1.2 REVOTRON,MANUAL,7114,Petrol,1st Owner,KL-07,8547,437199,2019,Tata,Kochi,437199
1661,2017 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,52422,Petrol,2nd Owner,RJ-14,10833,554099,2017,Volkswagen,Jaipur,554099
1662,2018 Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),MANUAL,24527,Petrol,2nd Owner,KA-51-x-xxxx,21288,1133599,2018,Ford,Bangalore,1133599
1663,2020 Toyota Glanza G MT PETROL,MANUAL,6475,Petrol,1st Owner,UP-32-x-xxxx,14708,752299,2020,Toyota,Lucknow,752299
1664,2021 Toyota YARIS J MT,MANUAL,8461,Petrol,1st Owner,DL-10,20358,1175699,2021,Toyota,New Delhi,1084099
1665,2012 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,122719,Petrol,2nd Owner,KL-56,4422,274899,2012,Hyundai,Kochi,226199
1666,2018 Mahindra Scorpio S11,MANUAL,55798,Diesel,2nd Owner,RJ-25,29765,1584999,2018,Mahindra,Jaipur,1584999
1667,2015 Maruti S Cross ZETA 1.3,MANUAL,58070,Diesel,1st Owner,MH-43,13130,671599,2015,Maruti,Mumbai,671599
1668,2018 Toyota YARIS G MT,MANUAL,50678,Petrol,2nd Owner,TN-01-x-xxxx,15607,846999,2018,Toyota,Chennai,798299
1669,2021 Toyota Glanza V CVT,AUTOMATIC,40730,Petrol,1st Owner,MH-14,17280,1011299,2021,Toyota,Pune,920199
1670,2019 Toyota Glanza V CVT,AUTOMATIC,68572,Petrol,1st Owner,MH-12,15095,835699,2019,Toyota,Pune,803799
1671,2009 Maruti A Star VXI,MANUAL,47542,Petrol,1st Owner,DL-9C,3722,196299,2009,Maruti,New Delhi,190399
1672,2020 Honda Amaze 1.2 SMT I VTEC,MANUAL,12910,Petrol,2nd Owner,MH-12,13439,687399,2020,Honda,Pune,687399
1673,2018 Renault Kwid 1.0 RXT Opt AT,AUTOMATIC,43476,Petrol,1st Owner,TS-16-x-xxxx,8031,410799,2018,Renault,Hyderabad,410799
1674,2016 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,55817,Petrol,2nd Owner,KA-03-x-xxxx,14260,746799,2016,Ford,Bangalore,729399
1675,2019 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,55286,Diesel,1st Owner,UP-32-x-xxxx,15602,858499,2019,Ford,Lucknow,830799
1676,2016 Ford Ecosport 1.5AMBIENTE TI VCT,MANUAL,9147,Petrol,1st Owner,DL-8C,11671,596999,2016,Ford,New Delhi,596999
1677,2010 Honda Jazz 1.2 BASE I VTEC,MANUAL,86713,Petrol,2nd Owner,KA-04-x-xxxx,6487,331799,2010,Honda,Bangalore,331799
1678,2019 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,32927,Petrol,1st Owner,MH-12,13779,704799,2019,Volkswagen,Pune,704799
1679,2020 KIA SELTOS 1.5 GTX+ AT,AUTOMATIC,58241,Diesel,1st Owner,TN-09-x-xxxx,30510,1888599,2020,KIA,Chennai,1624699
1680,2021 Hyundai NEW I20 SPORTZ 1.2 MT,Manual,2881,Petrol,1st Owner,WB-14,15206,805299,2021,Hyundai,Kolkata,777799
1681,2019 MG HECTOR SHARP DCT PETROL,AUTOMATIC,45037,Petrol,1st Owner,HR-51,28771,1722599,2019,MG,New Delhi,1532099
1682,2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,11062,Petrol,1st Owner,RJ-02,22375,1191499,2020,Maruti,Jaipur,1191499
1683,2021 Mahindra MARAZZO M2 7STR,Manual,36089,Diesel,1st Owner,WB-02,20400,1122099,2021,Mahindra,Kolkata,1086299
1684,2021 Maruti Vitara Brezza ZXI,MANUAL,32452,Petrol,1st Owner,AP-39-x-xxxx,19299,1058699,2021,Maruti,Hyderabad,1027699
1685,2020 Maruti Swift LXI,MANUAL,12355,Petrol,1st Owner,TN-18-x-xxxx,11847,605999,2020,Maruti,Chennai,605999
1686,2017 Maruti Celerio ZXI,MANUAL,78507,Petrol,2nd Owner,TS-08-x-xxxx,8401,439399,2017,Maruti,Hyderabad,429699
1687,2016 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,107805,Diesel,1st Owner,RJ-32,11341,580099,2016,Ford,Jaipur,580099
1688,2018 Renault Captur RXT Diesel Dual Tone,MANUAL,56810,Diesel,1st Owner,KL-03,14851,795599,2018,Renault,Kochi,759619
1689,2012 Maruti Alto LXI,MANUAL,32892,Petrol,1st Owner,WB-02,3107,173899,2012,Maruti,Kolkata,158899
1690,2017 Tata Tiago XT 1.2 REVOTRON,MANUAL,65546,Petrol,1st Owner,WB-02,6936,354799,2017,Tata,Kolkata,354799
1691,2021 Mahindra XUV 3OO 1.2 W6 MT,Manual,9761,Petrol,1st Owner,GJ-01,18120,1032899,2021,Mahindra,Ahmedabad,964899
1692,2022 Maruti Celerio ZXI,MANUAL,7867,Petrol,1st Owner,RJ-45,12823,670999,2022,Maruti,Jaipur,655899
1693,2017 Jeep Compass 2.0 SPORT,MANUAL,44657,Diesel,2nd Owner,GJ-20,21342,1149199,2017,Jeep,Ahmedabad,1136499
1694,2021 Maruti Swift LXI,MANUAL,17650,Petrol,1st Owner,MP-04,11988,621999,2021,Maruti,Indore,613199
1695,2016 Maruti Wagon R 1.0 VXI,MANUAL,32694,Petrol,2nd Owner,WB-02,7486,415099,2016,Maruti,Kolkata,382899
1696,2015 Honda City V MT PETROL,MANUAL,42350,Petrol,2nd Owner,TS-07-x-xxxx,13718,701699,2015,Honda,Hyderabad,701699
1697,2020 Hyundai VENUE 1.0 Turbo GDI DCT SX+DT,AUTOMATIC,16768,Petrol,1st Owner,MH-12,23782,1286199,2020,Hyundai,Pune,1266399
1698,2019 KIA SELTOS GTX 1.4 GDI PETROL,MANUAL,18541,Petrol,1st Owner,KA-01-x-xxxx,29919,1649399,2019,KIA,Bangalore,1593199
1699,2021 Mahindra XUV 3OO 1.2 W8 OPT,Manual,2598,Petrol,1st Owner,MH-14,24152,1286099,2021,Mahindra,Pune,1286099
1700,2016 Honda City V MT PETROL,MANUAL,72586,Petrol,1st Owner,GJ-01,12833,694899,2016,Honda,Ahmedabad,656399
1701,2019 Hyundai NEW SANTRO SPORTZ 1.1,MANUAL,45090,Petrol + CNG,1st Owner,RJ-45,9374,484499,2019,Hyundai,Jaipur,479499
1702,2015 Maruti Swift VXI,MANUAL,43828,Petrol,1st Owner,RJ-14,8387,428999,2015,Maruti,Ahmedabad,428999
1703,2012 Maruti Swift VDI,MANUAL,78175,Diesel,1st Owner,KA-01-x-xxxx,8932,489199,2012,Maruti,Bangalore,456899
1704,2020 Renault Kwid 1.0 RXT Opt,MANUAL,11999,Petrol,1st Owner,WB-12,8074,427899,2020,Renault,Kolkata,412999
1705,2009 Hyundai Santro Xing GL,MANUAL,32221,Petrol,2nd Owner,WB-16,3060,161499,2009,Hyundai,Kolkata,156499
1706,2022 Tata NEXON XZ+ 1.5,MANUAL,9946,Diesel,1st Owner,HR-26,23141,1239799,2022,Tata,New Delhi,1232299
1707,2017 Nissan Micra Active XV S,MANUAL,69962,Petrol,1st Owner,TS-07-x-xxxx,8614,440599,2017,Nissan,Hyderabad,440599
1708,2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,40136,Petrol,1st Owner,RJ-13,22375,1191499,2020,Maruti,Jaipur,1191499
1709,2019 Hyundai NEW SANTRO 1.1 MAGNA MT,MANUAL,37643,Petrol,1st Owner,RJ-19,9110,481899,2019,Hyundai,Jaipur,465999
1710,2021 Tata ALTROZ XT 1.2,Manual,5833,Petrol,1st Owner,TN-12-x-xxxx,15427,839699,2021,Tata,Chennai,821499
1711,2019 Honda Amaze 1.2 V MT I-VTEC,MANUAL,14394,Petrol,2nd Owner,HR-26,13028,692899,2019,Honda,New Delhi,666399
1712,2011 Maruti Swift VXI,MANUAL,52822,Petrol,1st Owner,GJ-01,6397,327199,2011,Maruti,Ahmedabad,327199
1713,2019 Hyundai Creta 1.6 SX VTVT,MANUAL,28066,Petrol,1st Owner,DL-9C,22824,1252299,2019,Hyundai,New Delhi,1215399
1714,2021 Maruti Alto LXI,MANUAL,2164,Petrol,1st Owner,UP-32-x-xxxx,8027,422999,2021,Maruti,Lucknow,410599
1715,2021 Tata Harrier XT 2.0L Kryotec,MANUAL,3774,Diesel,1st Owner,TN-22-x-xxxx,34151,1934199,2021,Tata,Chennai,1818599
1716,2018 Mahindra Scorpio S7 140 BHP 2WD,MANUAL,28548,Diesel,1st Owner,DL-10,21186,1159399,2018,Mahindra,New Delhi,1128199
1717,2018 Toyota Etios Liva V,MANUAL,15099,Petrol,1st Owner,KL-08,12201,654099,2018,Toyota,Kochi,624099
1718,2017 Hyundai Eon ERA PLUS,MANUAL,42887,Petrol,1st Owner,MP-04,6590,337099,2017,Hyundai,Indore,337099
1719,2018 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,35625,Petrol,1st Owner,KA-01-x-xxxx,11431,584699,2018,Volkswagen,Bangalore,584699
1720,2015 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,28209,Petrol,1st Owner,MH-47,10915,558299,2015,Volkswagen,Pune,558299
1722,2020 Tata ALTROZ XZ 1.2,MANUAL,34503,Petrol,1st Owner,MH-04,15220,809599,2020,Tata,Mumbai,778499
1723,2017 Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,AUTOMATIC,85502,Petrol,1st Owner,GJ-01,14942,764299,2017,Volkswagen,Ahmedabad,764299
1724,2018 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,48029,Petrol,3rd Owner,RJ-45,15083,793199,2018,Honda,Jaipur,771499
1725,2014 Toyota Etios Liva D 4D GD,MANUAL,166907,Diesel,1st Owner,UP-14-x-xxxx,6362,325399,2014,Toyota,Lucknow,325399
1726,2020 Mahindra Bolero B4,MANUAL,72346,Diesel,1st Owner,UP-32-x-xxxx,15275,813399,2020,Mahindra,Lucknow,813399
1727,2021 Toyota Glanza G MT PETROL,MANUAL,20314,Petrol,1st Owner,MH-02,15220,817599,2021,Toyota,Mumbai,810499
1728,2018 Honda Jazz 1.2 V MT,MANUAL,24569,Petrol,1st Owner,GJ-06,11800,675099,2018,Honda,Ahmedabad,603599
1729,2015 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,76554,Petrol,1st Owner,MH-12,12033,626899,2015,Volkswagen,Pune,615499
1730,2012 Hyundai Eon D LITE PLUS,MANUAL,47454,Petrol,1st Owner,MH-14,4364,228199,2012,Hyundai,Pune,223199
1731,2013 Volkswagen Polo HIGHLINE1.2L DIESEL,MANUAL,95248,Diesel,2nd Owner,AP-28-x-xxxx,7681,392899,2013,Volkswagen,Hyderabad,392899
1732,2012 Honda Brio 1.2 V MT I VTEC,MANUAL,80014,Petrol,1st Owner,UP-32-x-xxxx,5114,261599,2012,Honda,Lucknow,261599
1733,2019 Maruti New  Wagon-R VXI 1.2L,MANUAL,8319,Petrol,1st Owner,MH-14,11284,588799,2019,Maruti,Pune,577199
1734,2019 Maruti Dzire VXI,MANUAL,58714,Petrol,1st Owner,RJ-32,12543,678399,2019,Maruti,Jaipur,641599
1735,2022 Tata Tiago 1.2 XT (O),MANUAL,18290,Petrol,1st Owner,GJ-01,12465,658899,2022,Tata,Ahmedabad,637599
1736,2019 Tata Tiago XZ+ 1.2 Revotron,MANUAL,18177,Petrol,1st Owner,KA-04-x-xxxx,11824,662899,2019,Tata,Bangalore,604799
1738,2015 Maruti Celerio VXI CNG,MANUAL,38199,Petrol + CNG,1st Owner,MH-46,8006,409499,2015,Maruti,Mumbai,409499
1739,2011 Volkswagen Beetle 2.0 AT,AUTOMATIC,13229,Petrol,2nd Owner,KA-02-x-xxxx,29175,1553599,2011,Volkswagen,Bangalore,1553599
1740,2016 Toyota Corolla Altis  VL AT,AUTOMATIC,42212,Petrol,1st Owner,MH-47,17094,1025299,2016,Toyota,Pune,910299
1741,2016 Tata Tiago XZ 1.2 REVOTRON,MANUAL,30187,Petrol,1st Owner,KA-51-x-xxxx,9998,511399,2016,Tata,Bangalore,511399
1742,2013 Hyundai i10 SPORTZ 1.2 KAPPA2,MANUAL,72059,Petrol,2nd Owner,WB-24,5028,266399,2013,Hyundai,Kolkata,257199
1743,2018 Maruti Celerio ZXI,MANUAL,64535,Petrol,2nd Owner,RJ-51,9550,488499,2018,Maruti,Jaipur,488499
1744,2020 Volkswagen Polo HIGHLINE PLUS 1.5L DIESEL,MANUAL,61310,Diesel,1st Owner,KL-65,15027,800199,2020,Volkswagen,Kochi,800199
1745,2017 Tata Tiago XT 1.2 REVOTRON,MANUAL,26182,Petrol,1st Owner,MP-04,8424,430899,2017,Tata,Indore,430899
1746,2020 Maruti New  Wagon-R ZXI 1.2,MANUAL,11212,Petrol,1st Owner,KA-05-x-xxxx,12680,658399,2020,Maruti,Bangalore,648599
1747,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,20760,Petrol,1st Owner,GJ-01,10035,513299,2018,Hyundai,Ahmedabad,513299
1748,2016 Volkswagen Vento HIGHLINE PETROL,MANUAL,89382,Petrol,2nd Owner,TN-14-x-xxxx,12493,638999,2016,Volkswagen,Chennai,638999
1749,2016 Honda City V MT PETROL,MANUAL,64151,Petrol,1st Owner,UP-78-x-xxxx,11890,639899,2016,Honda,Lucknow,608199
1750,2018 Maruti Wagon R 1.0 VXI,MANUAL,7639,Petrol,1st Owner,RJ-26,9654,520999,2018,Maruti,Jaipur,493799
1751,2018 Mahindra XUV500 W7 FWD,MANUAL,42600,Diesel,1st Owner,KA-03-x-xxxx,24957,1522399,2018,Mahindra,Bangalore,1328999
1752,2018 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,30672,Petrol,1st Owner,KL-16,7572,397199,2018,Maruti,Kochi,387299
1753,2021 Tata ALTROZ XZ + 1.2 RTN,Manual,14078,Petrol,1st Owner,WB-06,15400,854049,2021,Tata,Kolkata,787699
1754,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,23439,Petrol + CNG,1st Owner,MH-12,11267,591399,2018,Hyundai,Pune,576299
1755,2018 Tata Tiago XZ 1.2 REVOTRON,MANUAL,21562,Petrol,2nd Owner,TN-85-x-xxxx,10637,544099,2018,Tata,Chennai,544099
1756,2014 Honda City SV MT PETROL,MANUAL,49530,Petrol,1st Owner,MH-02,9711,496699,2014,Honda,Mumbai,496699
1757,2019 Renault TRIBER 1.0 RXZ,MANUAL,22149,Petrol,1st Owner,TN-13-x-xxxx,13486,708699,2019,Renault,Chennai,689799
1758,2012 Honda Brio 1.2 S MT I VTEC,MANUAL,73928,Petrol,2nd Owner,AP-28-x-xxxx,7394,378199,2012,Honda,Hyderabad,378199
1759,2015 Honda City V MT PETROL,MANUAL,71472,Petrol,2nd Owner,TS-07-x-xxxx,12913,660499,2015,Honda,Hyderabad,660499
1760,2021 Datsun Redi Go T (O),MANUAL,29164,Petrol,1st Owner,TS-08-x-xxxx,7351,380999,2021,Datsun,Hyderabad,375999
1761,2015 Mahindra XUV500 W10 FWD,MANUAL,44257,Diesel,1st Owner,WB-02,16000,851999,2015,Mahindra,Kolkata,851999
1762,2019 Honda Jazz 1.2 VX AT,AUTOMATIC,8594,Petrol,2nd Owner,HR-26,15923,874199,2019,Honda,New Delhi,847899
1763,2019 Honda Amaze 1.2 V CVT I VTEC,AUTOMATIC,19470,Petrol,1st Owner,DL-11,16154,860199,2019,Honda,New Delhi,860199
1764,2021 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,22329,Petrol,1st Owner,MP-09,17894,983199,2021,Honda,Indore,952899
1765,2014 Hyundai Elite i20 SPORTZ 1.2,MANUAL,42479,Petrol,2nd Owner,MH-03,9433,491299,2014,Hyundai,Pune,482499
1766,2021 Tata Tiago 1.2 XT (O),MANUAL,15120,Petrol,1st Owner,DL-9C,10936,580199,2021,Tata,New Delhi,559399
1767,2016 Mahindra XUV500 W6 4X2,MANUAL,79008,Diesel,1st Owner,MH-14,18711,996399,2016,Mahindra,Pune,996399
1768,2019 Hyundai NEW SANTRO 1.1 SPORTZ MT CNG,Manual,13329,Petrol + CNG,1st Owner,TS-09-x-xxxx,11069,566199,2019,Hyundai,Hyderabad,566199
1769,2020 Renault TRIBER 1.0 RXT,MANUAL,21306,Petrol,1st Owner,KA-04-x-xxxx,13464,710299,2020,Renault,Bangalore,688699
1770,2017 Hyundai Elite i20 ASTA 1.2,MANUAL,50657,Petrol,1st Owner,UP-32-x-xxxx,11018,594499,2017,Hyundai,Lucknow,563599
1771,2012 Honda Brio 1.2 E MT I VTEC,MANUAL,48547,Petrol,2nd Owner,MH-03,5937,314899,2012,Honda,Pune,303699
1772,2014 Ford Ecosport 1.5TITANIUM TDCI,MANUAL,76383,Diesel,2nd Owner,MH-03,10307,527199,2014,Ford,Mumbai,527199
1773,2018 Hyundai Verna 1.6 SX VTVT,MANUAL,41263,Petrol,1st Owner,UP-32-x-xxxx,15224,838299,2018,Hyundai,Lucknow,778699
1774,2018 Maruti Wagon R 1.0 VXI,MANUAL,68791,Petrol,2nd Owner,RJ-45,8403,455099,2018,Maruti,Jaipur,429799
1775,2021 Hyundai NEW I20 SPORTZ 1.2 MT,Manual,5072,Petrol,1st Owner,MP-08,15801,866399,2021,Hyundai,Indore,841399
1776,2018 Renault Kwid RXL,MANUAL,18655,Petrol,2nd Owner,KA-53-x-xxxx,7507,399399,2018,Renault,Bangalore,383999
1778,2020 Volkswagen Vento COMFORTLINE 1.0 TSI MT,MANUAL,65274,Petrol,1st Owner,MH-12,17825,1014499,2020,Volkswagen,Pune,949199
1779,2019 Renault Kwid 1.0 RXT Opt,MANUAL,7124,Petrol,1st Owner,DL-3C,7595,388499,2019,Renault,New Delhi,388499
1780,2020 Hyundai Creta 1.5 SX (O) AT,AUTOMATIC,7772,Petrol,1st Owner,KA-51-x-xxxx,32781,1867399,2020,Hyundai,Bangalore,1745599
1781,2017 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,76365,Petrol,2nd Owner,MH-01,12823,724099,2017,Volkswagen,Mumbai,655899
1782,2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,39646,Petrol,1st Owner,KL-08,15255,813699,2018,Ford,Kochi,780299
1783,2011 Hyundai Santro Xing GL PLUS,MANUAL,61511,Petrol,1st Owner,DL-3C,3691,200299,2011,Hyundai,New Delhi,188799
1784,2022 Renault TRIBER 1.0 RXZ,MANUAL,2263,Petrol,1st Owner,GJ-06,15680,860199,2022,Renault,Ahmedabad,834999
1785,2019 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,25759,Petrol + CNG,1st Owner,UP-78-x-xxxx,10917,558399,2019,Maruti,Lucknow,558399
1786,2019 Tata Tiago XT 1.2 REVOTRON,MANUAL,14752,Petrol,2nd Owner,KA-01-x-xxxx,10317,527699,2019,Tata,Bangalore,527699
1787,2022 Mahindra XUV 3OO W6 AT,Manual,4339,Diesel,1st Owner,GJ-01,22768,1235499,2022,Mahindra,Ahmedabad,1212399
1788,2017 Hyundai Elite i20 ASTA 1.2 (O),MANUAL,89784,Petrol + CNG,1st Owner,HR-26,12655,647299,2017,Hyundai,New Delhi,647299
1789,2021 Maruti Swift LXI,MANUAL,18374,Petrol,1st Owner,HR-51,11951,611299,2021,Maruti,New Delhi,611299
1790,2013 Toyota Etios Liva G SP,MANUAL,65941,Petrol,1st Owner,KA-04-x-xxxx,9763,504399,2013,Toyota,Bangalore,499399
1791,2016 Honda Amaze 1.2 SMT I VTEC,MANUAL,99890,Petrol,1st Owner,TS-07-x-xxxx,9230,472099,2016,Honda,Hyderabad,472099
1792,2021 Tata Harrier XZ +,MANUAL,35349,Diesel,1st Owner,RJ-45,36745,2070299,2021,Tata,Jaipur,1956699
1793,2014 Maruti Alto K10 VXI,MANUAL,34064,Petrol,2nd Owner,TN-11-x-xxxx,5681,290599,2014,Maruti,Chennai,290599
1794,2021 Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT,AUTOMATIC,17457,Petrol,1st Owner,RJ-45,19680,1201849,2021,Volkswagen,Jaipur,1047999
1795,2016 Hyundai Creta 1.6 SX CRDI,MANUAL,96615,Diesel,1st Owner,TS-09-x-xxxx,18204,997399,2016,Hyundai,Hyderabad,969399
1796,2020 Renault TRIBER RXZ AT,AUTOMATIC,12988,Petrol,1st Owner,UP-32-x-xxxx,12340,631199,2020,Renault,Lucknow,631199
1797,2022 Maruti Celerio VXI CNG,MANUAL,11821,Petrol + CNG,1st Owner,GJ-06,13529,730799,2022,Maruti,Ahmedabad,691999
1798,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,17156,Petrol,1st Owner,MH-12,13359,690899,2019,Honda,Pune,683299
1799,2019 Renault TRIBER 1.0 RXL PETROL,MANUAL,3897,Petrol,1st Owner,WB-20,11134,601699,2019,Renault,Kolkata,569499
1800,2019 Maruti Alto K10 VXI,MANUAL,31492,Petrol,1st Owner,UP-32-x-xxxx,7705,412699,2019,Maruti,Lucknow,394099
1801,2017 Mahindra Kuv100 K8 6 STR,MANUAL,15005,Petrol,2nd Owner,TN-06-x-xxxx,9802,501399,2017,Mahindra,Chennai,501399
1802,2018 Maruti IGNIS SIGMA 1.2 K12,MANUAL,50507,Petrol,2nd Owner,MP-04,8931,477999,2018,Maruti,Indore,456799
1803,2022 Tata ALTROZ XZ + 1.2 RTN,Manual,2853,Petrol,1st Owner,TN-85-x-xxxx,18047,965999,2022,Tata,Chennai,960999
1804,2014 Volkswagen Vento HIGHLINE PETROL,MANUAL,37558,Petrol,1st Owner,MH-14,10680,546299,2014,Volkswagen,Pune,546299
1805,2015 Maruti Swift VXI,MANUAL,71268,Petrol,1st Owner,GJ-18,8743,447199,2015,Maruti,Ahmedabad,447199
1806,2020 Maruti S PRESSO VXI PLUS,MANUAL,11267,Petrol,2nd Owner,UP-32-x-xxxx,9511,505299,2020,Maruti,Lucknow,486499
1807,2016 Renault Kwid RXT,MANUAL,32563,Petrol,2nd Owner,MH-14,6119,312999,2016,Renault,Pune,312999
1808,2022 Hyundai Creta 1.4 SX(O) TURBO GDI DCT,AUTOMATIC,2999,Petrol,1st Owner,KL-17,38636,2123699,2022,Hyundai,Kochi,2057399
1809,2021 Honda City ZX MT PETROL,MANUAL,20518,Petrol,1st Owner,GJ-38,24152,1427899,2021,Honda,Ahmedabad,1286099
1810,2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,22197,Petrol,1st Owner,MH-47,36610,2006699,2020,KIA,Mumbai,1949499
1811,2020 KIA SELTOS 1.5 GTX+ AT,AUTOMATIC,40189,Diesel,1st Owner,TN-14-x-xxxx,31182,1905499,2020,KIA,Chennai,1660499
1812,2018 Tata Tiago XE 1.2 REVOTRON,MANUAL,17837,Petrol,1st Owner,MH-03,9153,468199,2018,Tata,Mumbai,468199
1813,2018 Mahindra Scorpio S11,MANUAL,84562,Diesel,1st Owner,TN-06-x-xxxx,23374,1394899,2018,Mahindra,Chennai,1244699
1814,2012 Maruti Alto 800 LXI,MANUAL,31375,Petrol,1st Owner,KL-07,4420,231099,2012,Maruti,Kochi,226099
1815,2021 KIA SONET HTX 1.0 IMT,Manual,10910,Petrol,1st Owner,GJ-03,17806,975099,2021,KIA,Ahmedabad,948199
1816,2019 Maruti XL6 ALPHA SHVS  MT,MANUAL,57244,Petrol,1st Owner,HR-51,18026,1027899,2019,Maruti,New Delhi,959899
1817,2017 Volkswagen Polo HIGHLINE1.2L PETROL,MANUAL,91032,Petrol,1st Owner,GJ-06,10170,548099,2017,Volkswagen,Ahmedabad,520199
